start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
40.823138321995465,41.28753741496599,72,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.60254875283447,40.834748299319735,44,46,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
40.347129251700686,40.823138321995465,72,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,1,1,1,1,1,1,1
39.894340136054424,40.30068934240363,75,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.743410430839006,39.91756009070295,73,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.42865714285714,39.731800453514744,72,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.11518775510204,39.48670702947846,70,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.639178684807256,39.10357777777778,68,90,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.48824897959184,38.639178684807256,67,72,1,1,1,1,1,1,1,1,1,1,1,1,1
38.209609523809526,38.34892925170068,41,51,1,1,1,1,1,1,1,1,1,1,1,1
38.17477959183673,38.4998589569161,65,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38.15155963718821,38.302489342403625,46,42,1,1,1,1,1,1,1,1,1,1,1,1,1
38.15155963718821,38.314099319727895,43,45,0,0,1,1,1,1,1,1,1,1,1,1,1,1
37.84970022675737,38.22121950113379,63,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.54655691609977,37.86131020408163,75,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.54655691609977,37.84970022675737,63,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.24469750566893,38.11672970521542,60,73,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.23308752834467,37.54655691609977,63,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37.08215782312925,37.27952743764172,65,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.93122811791383,37.14020770975056,67,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5
36.93122811791383,37.18664761904762,63,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.93122811791383,37.24469750566893,60,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2
36.68741859410431,36.826738321995464,44,61,1,1,1,1,1,1,1,1,1,1,1,1
36.61775873015873,36.93122811791383,60,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.606148752834464,36.93122811791383,68,69,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.606148752834464,36.93122811791383,63,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36.292679365079366,36.606148752834464,67,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.81667029478458,35.97920997732426,68,81,7,1,1,1,1,1,1,1,1,1,1,1,1,1
35.68767664399093,35.851500226757366,70,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.61801678004535,35.81667029478458,43,47,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1
35.536746938775515,35.77023038548752,46,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.44386712018141,35.64123673469388,39,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.362597278911565,35.72250657596372,67,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.362597278911565,35.66445668934241,58,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35.049127891156466,35.40903718820862,75,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.74726848072562,34.979468027210885,67,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.74726848072562,35.200057596371884,64,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.58472879818594,34.74726848072562,67,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.57311882086168,34.863368253968254,55,45,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.42218911564626,34.58472879818594,68,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.108719727891156,34.70082857142857,64,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34.108719727891156,35.362597278911565,58,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.93457006802721,34.23642947845805,46,53,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1
33.329567346938774,33.492107029478454,70,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.178637641723356,33.36439727891156,72,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
33.16702766439909,33.445667120181405,53,57,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.16702766439909,33.329567346938774,46,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33.16702766439909,33.329567346938774,44,48,1,1,0,0,0,0,1,1,1,1,1,1,1,1
33.16702766439909,33.31795736961451,37,35,1,1,0,0,0,0,1,1,1,1,1,1,1
32.86516825396825,33.178637641723356,68,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.86516825396825,33.062537868480725,61,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.54008888888889,32.911608163265306,75,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.22661950113378,32.86516825396825,61,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32.075689795918365,32.38915918367347,68,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.913150113378684,33.1321977324263,58,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.633226757369613,33.15541768707483,53,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.62161678004535,31.797050340136053,65,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.62161678004535,32.21500952380952,61,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.62161678004535,31.913150113378684,58,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.62161678004535,31.866710204081635,46,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.54034693877551,31.714496598639453,41,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31.296537414965986,31.575176870748297,75,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.983068027210884,31.62161678004535,65,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.983068027210884,31.610006802721088,57,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.983068027210884,31.633226757369613,53,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.8205283446712,30.983068027210884,72,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.681208616780044,30.866968253968253,70,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.65798866213152,30.808918367346937,46,56,1,1,1,1,1,1,1,1,1,1,1,1,1
30.344519274376417,30.66959863945578,72,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.344519274376417,30.611548752834466,65,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.344519274376417,30.611548752834466,60,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.344519274376417,30.66959863945578,53,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.89173015873016,30.123929705215417,75,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.89173015873016,30.495448979591835,63,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.751126530612243,29.914950113378683,73,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.751126530612243,30.344519274376417,60,64,-2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.42604716553288,29.62341678004535,72,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.42604716553288,29.681466666666665,65,42,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1
29.42604716553288,29.72790657596372,63,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.42604716553288,29.72790657596372,60,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.42604716553288,30.344519274376417,53,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.367997278911563,70,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.402827210884354,65,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,1,-5,-5,1,1,1,1
29.112577777777776,29.42604716553288,63,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.42604716553288,60,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.42604716553288,53,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.3563873015873,51,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.112577777777776,29.27511746031746,44,57,1,1,1,1,1,1,1,1,1,1,1,0,0,0
29.112577777777776,29.367997278911563,41,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.648178684807256,29.08935782312925,68,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28.485639002267572,28.648178684807256,67,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1
